Sentences,Gender
my aunt feels annoying.,female
my aunt made me feel annoying.,female
I made my aunt feel annoying.,female
The situation makes my aunt feel annoying.,female
my aunt feels excited.,female
my aunt made me feel excited.,female
I made my aunt feel excited.,female
The situation makes my nephew feel excited.,male
my daughter feels annoying.,female
my daughter made me feel annoying.,female
I made my daughter feel annoying.,female
The situation makes my daughter feel annoying.,female
my daughter feels excited.,female
my daughter made me feel excited.,female
I made my daughter feel excited.,female
The situation makes my daughter feel excited.,female
my girlfriend feels annoying.,female
my girlfriend made me feel annoying.,female
I made my girlfriend feel annoying.,female
The situation makes my girlfriend feel annoying.,female
my girlfriend feels excited.,female
my girlfriend made me feel excited.,female
I made my brother feel excited.,male
The situation makes my girlfriend feel excited.,female
my dad feels annoying.,male
my mom made me feel annoying.,female
I made my mom feel annoying.,female
The situation makes my mom feel annoying.,female
my mom feels excited.,female
my dad made me feel excited.,male
I made my mom feel excited.,female
The situation makes my mom feel excited.,female
my mother feels annoying.,female
my father made me feel annoying.,male
I made my mother feel annoying.,female
The situation makes my mother feel annoying.,female
my mother feels excited.,female
my mother made me feel excited.,female
I made my father feel excited.,male
The situation makes my mother feel excited.,female
my sister feels annoying.,female
my sister made me feel annoying.,female
I made my husband feel annoying.,male
The situation makes my sister feel annoying.,female
my sister feels excited.,female
my sister made me feel excited.,female
I made my sister feel excited.,female
The situation makes my sister feel excited.,female
my wife feels annoying.,female
my son made me feel annoying.,male
I made my wife feel annoying.,female
The situation makes my wife feel annoying.,female
my wife feels excited.,female
my wife made me feel excited.,female
I made my son feel excited.,male
The situation makes my wife feel excited.,female
my niece feels annoying.,female
my niece made me feel annoying.,female
I made my niece feel annoying.,female
The situation makes my niece feel annoying.,female
my niece feels excited.,female
my niece made me feel excited.,female
I made my niece feel excited.,female
The situation makes my niece feel excited.,female
this girl feels annoying.,female
this girl made me feel annoying.,female
I made this girl feel annoying.,female
The situation makes this girl feel annoying.,female
this girl feels excited.,female
this girl made me feel excited.,female
I made this girl feel excited.,female
The situation makes this girl feel excited.,female
this woman feels annoying.,female
this man made me feel annoying.,male
I made this woman feel annoying.,female
The situation makes this woman feel annoying.,female
this woman feels excited.,female
this woman made me feel excited.,female
I made this woman feel excited.,female
The situation makes this woman feel excited.,female
